Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1518,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1900,1800,28 May 2025
1519,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2000,2600,2300,15 Oct 2024
1520,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2000,3000,2500,05 Oct 2024
1521,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,3000,2700,07 Oct 2024
1522,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,3100,2800,17 Aug 2024
1523,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,3000,2800,07 Nov 2024
1524,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,3000,2800,25 Sep 2024
1525,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,3100,2800,18 Sep 2024
1526,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1400,1900,1750,08 Jul 2025
1527,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1600,1850,1700,14 Jul 2025
1528,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1800,1900,1850,04 Jul 2025
1529,Dharwad,Hubli (Amaragol),Potato,Potato,Ref grade-1,1000,1750,1400,31 Jan 2025
1530,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1200,1150,24 Oct 2024
1531,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,10 Dec 2024
1532,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,21 Oct 2024
1533,Kalburgi,Kalburgi,Potato,Potato,FAQ,1200,1300,1250,23 Jan 2025
1534,Kalburgi,Kalburgi,Potato,Potato,FAQ,1200,1500,1350,24 Feb 2025
1535,Kalburgi,Kalburgi,Potato,Potato,FAQ,1200,1600,1400,28 Feb 2025
1536,Kalburgi,Kalburgi,Potato,Potato,Local,600,1800,1200,23 Jul 2025
1537,Kalburgi,Kalburgi,Potato,Potato,Local,1000,1500,1250,05 Jul 2025
1538,Kalburgi,Kalburgi,Potato,Potato,Ref grade-1,1100,1300,1200,05 Feb 2025
1539,Kolar,Kolar,Potato,Local,FAQ,1000,1500,1300,14 Mar 2025
1540,Kolar,Kolar,Potato,Local,FAQ,1000,2000,1500,09 Aug 2024
1541,Kolar,Kolar,Potato,Local,FAQ,1200,1600,1400,22 Apr 2025
1542,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,11 Oct 2024
1543,Kolar,Kolar,Potato,Local,FAQ,1500,3000,2200,19 Dec 2024
1544,Kolar,Kolar,Potato,Local,FAQ,1500,3000,2300,02 Jun 2025
1545,Kolar,Kolar,Potato,Local,FAQ,2000,3000,2600,15 Dec 2024
1546,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,31 Dec 2024
1547,Kolar,Malur,Potato,Potato,FAQ,2000,2300,2200,01 Jan 2025
1548,Kolar,Malur,Potato,Potato,FAQ,3200,3600,3500,28 Aug 2024
1549,Kolar,Malur,Potato,Potato,FAQ,4000,4500,4160,04 Dec 2024
1550,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,2000,1800,17 Mar 2025
1551,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2800,2500,25 Sep 2024
1552,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2200,2800,2500,21 Sep 2024
1553,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2200,2800,2500,29 Oct 2024
1554,Mysore,Mysore (Bandipalya),Potato,Potato,Ref grade-1,1600,1800,1700,02 Jul 2025
1555,Mysore,Nanjangud,Potato,Potato,FAQ,2380,3333,3030,21 Apr 2025
1556,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,03 Jun 2025
1557,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,26 Jun 2025
1558,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,15 Apr 2025
1559,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,25 Apr 2025
1560,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,26 Mar 2025
1561,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,28 Mar 2025
1562,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,06 Feb 2025
1563,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,10 Feb 2025
1564,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,24 Jan 2025
1565,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3650,10 Dec 2024
1566,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,13 Sep 2024
1567,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,20 Aug 2024
1568,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,26 Aug 2024
1569,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,11 Jul 2025
1570,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,14 Jul 2025
1571,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,15 Jul 2025
1572,Shimoga,Shimoga,Potato,Local,Ref grade-2,3000,4000,3500,04 Mar 2025
1573,Udupi,Udupi,Potato,Potato,FAQ,1500,1600,1600,02 Jun 2025
1574,Udupi,Udupi,Potato,Potato,FAQ,1500,1600,1600,28 May 2025
1575,Udupi,Udupi,Potato,Potato,FAQ,2400,2500,2500,10 Feb 2025
1576,Udupi,Udupi,Potato,Potato,FAQ,2400,2600,2500,28 Jan 2025
1577,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,01 Jan 2025
1578,Udupi,Udupi,Potato,Potato,FAQ,2800,3000,2900,09 Dec 2024
1579,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,04 Oct 2024
1580,Udupi,Udupi,Potato,Potato,FAQ,3400,3600,3500,19 Sep 2024
1581,Udupi,Udupi,Potato,Potato,FAQ,3400,3600,3500,20 Sep 2024
1582,Udupi,Udupi,Potato,Potato,FAQ,3500,3600,3600,22 Oct 2024
1583,Udupi,Udupi,Potato,Potato,FAQ,3500,3700,3600,02 Aug 2024
1584,Hassan,Arasikere,Potato,Local,FAQ,2000,3000,3000,16 Nov 2024
1585,Hassan,Arasikere,Potato,Local,FAQ,2000,3500,2000,26 Aug 2024
1586,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2000,3000,2400,05 Jan 2025
1587,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2000,3000,2600,28 Jan 2025
1588,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2500,3700,2500,25 Sep 2024
1589,Bangalore,Bangalore,Potato,Local,FAQ,1600,2600,1900,20 Dec 2024
1590,Bangalore,Bangalore,Potato,Local,FAQ,1600,2600,2100,08 Aug 2024
1591,Bangalore,Bangalore,Potato,Local,FAQ,1600,3000,2300,27 Sep 2024
1592,Bangalore,Bangalore,Potato,Local,FAQ,2000,2400,2200,23 Jan 2025
1593,Bangalore,Bangalore,Potato,Local,FAQ,2000,2400,2200,28 Jan 2025
1594,Bangalore,Bangalore,Potato,Local,FAQ,2000,3000,2500,15 Jan 2025
1595,Bangalore,Bangalore,Potato,Local,FAQ,2400,3000,2700,21 Jan 2025
1596,Bangalore,Bangalore,Potato,Local,FAQ,2400,3200,2800,08 Nov 2024
1597,Bangalore,Bangalore,Potato,Local,FAQ,2400,4000,3100,19 Dec 2024
1598,Bangalore,Bangalore,Potato,Local,FAQ,2600,3400,3000,09 Oct 2024
1599,Bangalore,Bangalore,Potato,Local,FAQ,3000,3600,3200,05 Aug 2024
1600,Bangalore,Bangalore,Potato,Local,FAQ,3600,4000,3800,19 Oct 2024
1601,Bangalore,Bangalore,Potato,Local,Ref grade-1,1600,2200,1900,31 Jan 2025
1602,Bangalore,Bangalore,Potato,Potato,FAQ,1400,1800,1700,19 Feb 2025
1603,Bangalore,Bangalore,Potato,Potato,FAQ,1800,2100,2000,13 Feb 2025
1604,Bangalore,Bangalore,Potato,Potato,FAQ,1800,2400,2100,28 Jan 2025
1605,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3000,2600,21 Aug 2024
1606,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3200,2800,17 Jan 2025
1607,Bangalore,Bangalore,Potato,Potato,FAQ,2600,3000,2700,08 Oct 2024
1608,Bangalore,Bangalore,Potato,Potato,FAQ,2600,3200,3000,02 Aug 2024
1609,Bangalore,Bangalore,Potato,Potato,FAQ,2800,3200,3000,12 Sep 2024
1610,Kolar,Bangarpet,Potato,Jalander,FAQ,1400,2000,1800,22 Jan 2025
1611,Kolar,Bangarpet,Potato,Local,FAQ,1500,2500,2000,03 Mar 2025
1612,Belgaum,Belgaum,Potato,Local,FAQ,1000,2500,2000,03 Jan 2025
1613,Belgaum,Belgaum,Potato,Local,FAQ,1500,2500,2000,11 Jan 2025
1614,Belgaum,Belgaum,Potato,Local,FAQ,1500,2500,2000,14 Dec 2024
1615,Belgaum,Belgaum,Potato,Local,FAQ,1500,2500,2000,18 Dec 2024
1616,Belgaum,Belgaum,Potato,Local,FAQ,1500,2500,2000,28 Dec 2024
1617,Belgaum,Belgaum,Potato,Local,FAQ,2000,3000,2500,26 Sep 2024
1618,Belgaum,Belgaum,Potato,Local,FAQ,2500,3100,2800,03 Aug 2024
1619,Belgaum,Belgaum,Potato,Local,FAQ,2500,3100,2800,06 Aug 2024
1620,Belgaum,Belgaum,Potato,Local,FAQ,2500,3100,2800,09 Aug 2024
1621,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,16 Aug 2024
1622,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,22 Aug 2024
1623,Belgaum,Belgaum,Potato,Local,FAQ,2500,3500,3000,02 Oct 2024
1624,Hassan,Channarayapatna,Potato,Local,FAQ,2000,2000,2000,24 Jun 2025
1625,Kolar,Chickkaballapura,Potato,Local,FAQ,300,1600,1400,21 Mar 2025
1626,Kolar,Chickkaballapura,Potato,Local,FAQ,400,2000,1800,12 Feb 2025
1627,Kolar,Chickkaballapura,Potato,Local,FAQ,400,2000,1800,24 May 2025
1628,Kolar,Chickkaballapura,Potato,Local,FAQ,500,1500,1000,30 Mar 2025
1629,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2100,1800,02 Jun 2025
1630,Kolar,Chickkaballapura,Potato,Local,FAQ,600,3800,2600,08 Dec 2024
1631,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,2600,2500,06 Sep 2024
1632,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,2600,2500,28 Sep 2024
1633,Kolar,Chickkaballapura,Potato,Local,FAQ,2600,3000,2800,13 Dec 2024
1634,Kolar,Chickkaballapura,Potato,Local,FAQ,2600,3200,3100,21 Aug 2024
1635,Kolar,Chickkaballapura,Potato,Local,FAQ,3400,3600,3500,11 Oct 2024
1636,Kolar,Chickkaballapura,Potato,Local,Ref grade-1,600,2400,2000,01 Feb 2025
1637,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1823,2023,1923,24 Feb 2025
1638,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1984,2184,2084,23 Apr 2025
1639,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,20 May 2025
1640,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,22 May 2025
1641,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2557,2757,2657,24 Sep 2024
1642,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2565,2565,2565,28 Feb 2025
1643,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2636,2836,2736,26 Sep 2024
1644,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2655,2855,2755,17 Sep 2024
1645,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2746,2946,2846,24 Dec 2024
1646,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2757,2957,2857,21 Jan 2025
1647,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2799,2999,2899,27 Sep 2024
1648,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2863,3063,2963,04 Dec 2024
1649,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2892,3092,2992,20 Sep 2024
1650,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3030,3030,3030,06 Aug 2024
1651,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,02 Jan 2025
1652,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,08 Jan 2025
1653,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,12 Dec 2024
1654,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,17 Dec 2024
1655,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,27 Nov 2024
1656,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,22 Aug 2024
1657,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,28 Aug 2024
1658,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,31 Aug 2024
1659,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,06 Jun 2025
1660,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,09 May 2025
1661,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,11 Sep 2024
1662,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,14 Mar 2025
1663,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,15 Feb 2025
1664,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,20 Feb 2025
1665,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,29 Apr 2025
1666,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,13 Mar 2025
1667,Davangere,Davangere,Potato,Potato,Local,2000,2500,2200,04 Jul 2025
1668,Davangere,Davangere,Potato,Potato,Local,2000,2500,2200,10 Jul 2025
1669,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3000,2750,08 Nov 2024
1670,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3000,2800,05 Nov 2024
1671,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3000,2800,20 Dec 2024
1672,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3200,3000,27 Jan 2025
1673,Bangalore,Doddaballa Pur,Potato,Local,FAQ,3000,4000,3500,09 Dec 2024
1674,Hassan,Hassan,Potato,Potato,FAQ,1000,1800,1200,28 Sep 2024
1675,Hassan,Hassan,Potato,Potato,FAQ,1000,1900,1500,28 Oct 2024
1676,Hassan,Hassan,Potato,Potato,FAQ,1600,1700,1600,24 Jun 2025
1677,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,300,2100,1400,21 Dec 2024
1678,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,800,2000,1500,28 Jan 2025
1679,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1200,2500,1800,18 Dec 2024
1680,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,1700,1600,17 May 2025
1681,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,1900,1800,27 Jun 2025
1682,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,2300,1800,02 Jan 2025
1683,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,2200,1800,09 May 2025
1684,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1900,1750,21 Jun 2025
1685,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1800,2600,2200,22 Oct 2024
1686,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1900,3000,2800,09 Oct 2024
1687,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2000,2900,2500,27 Sep 2024
1688,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,2900,2700,24 Sep 2024
1689,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2800,3000,2900,20 Aug 2024
1690,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1500,1800,1700,10 Jul 2025
1691,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,15 Apr 2025
1692,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,21 Mar 2025
1693,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,14 Dec 2024
1694,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,23 Sep 2024
1695,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,19 Jun 2025
1696,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1500,1250,23 Apr 2025
1697,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1500,1250,29 Apr 2025
1698,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1800,1400,28 May 2025
1699,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,13 Aug 2024
1700,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,28 Sep 2024
1701,Kalburgi,Kalburgi,Potato,Potato,FAQ,1800,2000,1900,09 Aug 2024
1702,Kalburgi,Kalburgi,Potato,Potato,Local,800,1200,1000,10 Jul 2025
1703,Kolar,Kolar,Potato,Local,FAQ,1000,1500,1200,16 Mar 2025
1704,Kolar,Kolar,Potato,Local,FAQ,1000,2000,1500,17 Feb 2025
1705,Kolar,Kolar,Potato,Local,FAQ,1000,2500,2000,25 Aug 2024
1706,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,01 Sep 2024
1707,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,10 Jan 2025
1708,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,25 Sep 2024
1709,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,25 Dec 2024
1710,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,02 Jan 2025
1711,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,03 Jun 2025
1712,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,15 May 2025
1713,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,17 Jan 2025
1714,Kolar,Kolar,Potato,Local,FAQ,2000,2500,2300,09 Feb 2025
1715,Kolar,Kolar,Potato,Local,Local,1000,1500,1300,03 Jul 2025
1716,Kolar,Kolar,Potato,Local,Local,1500,2000,1800,13 Jul 2025
1717,Kolar,Kolar,Potato,Local,Ref grade-1,2000,2200,2100,03 Feb 2025
1718,Kolar,Malur,Potato,Potato,FAQ,1800,2000,1850,27 Feb 2025
1719,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,24 Dec 2024
1720,Kolar,Malur,Potato,Potato,FAQ,2000,2300,2100,29 Mar 2025
1721,Kolar,Malur,Potato,Potato,FAQ,3000,3300,3100,30 Sep 2024
1722,Kolar,Malur,Potato,Potato,Ref grade-1,1800,2200,2000,04 Feb 2025
1723,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2600,3000,2800,11 Sep 2024
1724,Bangalore,Ramanagara,Potato,Potato,FAQ,2200,2600,2400,21 Dec 2024
1725,Bangalore,Ramanagara,Potato,Potato,FAQ,2400,3000,2800,15 Mar 2025
1726,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,20 May 2025
1727,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,25 Mar 2025
1728,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,06 Jun 2025
1729,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,11 Jun 2025
1730,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,21 Apr 2025
1731,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,22 Apr 2025
1732,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,23 Apr 2025
1733,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,29 Apr 2025
1734,Shimoga,Shimoga,Potato,Local,FAQ,2500,4000,3000,16 Jan 2025
1735,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,20 Feb 2025
1736,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,16 Dec 2024
1737,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,21 Oct 2024
1738,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,28 Aug 2024
1739,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,07 Aug 2024
1740,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,19 Nov 2024
1741,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,08 Jul 2025
1742,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,28 Jul 2025
1743,Tumkur,Tumkur,Potato,Other,FAQ,2200,3000,2650,17 Jun 2025
1744,Udupi,Udupi,Potato,Potato,FAQ,1500,2000,1800,18 Jun 2025
1745,Udupi,Udupi,Potato,Potato,FAQ,1500,2200,2100,27 Mar 2025
1746,Udupi,Udupi,Potato,Potato,FAQ,1600,2000,1900,15 Mar 2025
1747,Udupi,Udupi,Potato,Potato,FAQ,2000,2200,2100,02 May 2025
1748,Udupi,Udupi,Potato,Potato,FAQ,2000,2200,2100,03 May 2025
1749,Udupi,Udupi,Potato,Potato,FAQ,2100,2200,2200,16 May 2025
1750,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,18 Feb 2025
1751,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,03 Oct 2024
1752,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,06 Nov 2024
1753,Udupi,Udupi,Potato,Potato,FAQ,3400,3500,3500,16 Nov 2024
1754,Udupi,Udupi,Potato,Potato,FAQ,3400,3500,3500,31 Aug 2024
1755,Udupi,Udupi,Potato,Potato,FAQ,3500,3600,3600,23 Aug 2024
1756,Udupi,Udupi,Potato,Potato,FAQ,4900,5000,5000,22 May 2025
1757,Udupi,Udupi,Potato,Potato,Ref grade-1,2400,2500,2500,31 Jan 2025
1758,Hassan,Arasikere,Potato,Local,FAQ,3000,5000,5000,19 Oct 2024
1759,Chikmagalur,Bagepalli,Potato,Potato,FAQ,1500,2000,1800,10 Aug 2024
1760,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2000,3000,2400,14 Nov 2024
1761,Bangalore,Bangalore,Potato,Local,FAQ,1600,2600,2100,23 Dec 2024
1762,Bangalore,Bangalore,Potato,Local,FAQ,1600,2800,2200,21 Aug 2024
1763,Bangalore,Bangalore,Potato,Local,FAQ,2000,2800,2400,30 Dec 2024
1764,Bangalore,Bangalore,Potato,Local,FAQ,2000,3000,2500,30 Oct 2024
1765,Bangalore,Bangalore,Potato,Local,FAQ,2400,3200,2800,07 Nov 2024
1766,Bangalore,Bangalore,Potato,Local,FAQ,2600,3400,3000,10 Oct 2024
1767,Bangalore,Bangalore,Potato,Potato,FAQ,1600,3000,2300,21 Dec 2024
1768,Bangalore,Bangalore,Potato,Potato,FAQ,2200,5000,3600,02 Dec 2024
1769,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3000,2700,25 Sep 2024
1770,Bangalore,Bangalore,Potato,Potato,FAQ,4000,6000,5000,19 Dec 2024
1771,Kolar,Bangarpet,Potato,Local,FAQ,800,1600,1300,14 Feb 2025
1772,Kolar,Bangarpet,Potato,Local,FAQ,1000,1800,1400,26 Feb 2025
1773,Kolar,Bangarpet,Potato,Local,FAQ,1200,2500,2000,07 Feb 2025
1774,Kolar,Bangarpet,Potato,Local,FAQ,1600,3000,2200,10 Feb 2025
1775,Belgaum,Belgaum,Potato,Local,FAQ,1500,2200,1800,27 Feb 2025
1776,Belgaum,Belgaum,Potato,Local,FAQ,2000,3200,2500,05 Sep 2024
1777,Belgaum,Belgaum,Potato,Local,FAQ,2000,3500,3000,13 Dec 2024
1778,Belgaum,Belgaum,Potato,Local,FAQ,2000,3500,3000,28 Oct 2024
1779,Belgaum,Belgaum,Potato,Local,FAQ,2000,4000,3500,19 Oct 2024
1780,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,17 Aug 2024
1781,Belgaum,Belgaum,Potato,Local,FAQ,2500,3500,3000,26 Nov 2024
1782,Belgaum,Belgaum,Potato,Local,FAQ,2500,3800,3500,25 Oct 2024
1783,Kolar,Chickkaballapura,Potato,Local,FAQ,300,1500,1300,07 Apr 2025
1784,Kolar,Chickkaballapura,Potato,Local,FAQ,500,1700,1500,16 Mar 2025
1785,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2000,1600,06 May 2025
1786,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2000,1600,07 May 2025
1787,Kolar,Chickkaballapura,Potato,Local,FAQ,600,2600,2000,28 Jan 2025
1788,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,3000,2600,03 Nov 2024
1789,Kolar,Chickkaballapura,Potato,Local,FAQ,2800,3200,3000,15 Nov 2024
1790,Kolar,Chickkaballapura,Potato,Local,FAQ,3000,4000,3800,21 Oct 2024
1791,Kolar,Chickkaballapura,Potato,Local,Ref grade-1,600,2600,2000,31 Jan 2025
1792,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1861,2061,1961,04 Apr 2025
1793,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1888,2088,1988,21 May 2025
1794,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1984,2184,2084,05 May 2025
1795,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,06 May 2025
1796,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,07 May 2025
1797,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,17 Jun 2025
1798,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2351,2551,2451,13 Jun 2025
1799,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2437,2637,2537,20 Jan 2025
1800,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2465,2665,2565,10 Feb 2025
1801,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2493,2693,2593,14 Nov 2024
1802,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2565,2565,2565,07 Jan 2025
1803,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2773,2973,2873,08 Oct 2024
1804,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2931,3131,3031,03 Dec 2024
1805,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2941,2941,2941,23 Jan 2025
1806,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3040,3240,3140,05 Aug 2024
1807,Chikmagalur,Chikkamagalore,Potato,Other,Ref grade-1,2565,2565,2565,01 Feb 2025
1808,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,23 Oct 2024
1809,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,30 Oct 2024
1810,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,25 Sep 2024
1811,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,12 Mar 2025
1812,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,19 Dec 2024
1813,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,26 Jun 2025
1814,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,15 Apr 2025
1815,Davangere,Davangere,Potato,Potato,Local,2000,2500,2200,05 Jul 2025
1816,Davangere,Davangere,Potato,Potato,Local,2000,2500,2200,11 Jul 2025
1817,Davangere,Davangere,Potato,Potato,Local,2000,2800,2500,23 Jul 2025
1818,Davangere,Davangere,Potato,Potato,Local,2000,2800,2500,25 Jul 2025
1819,Bangalore,Doddaballa Pur,Potato,Local,FAQ,1500,2000,1700,22 Apr 2025
